都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
430005,0000000001,熊本県,熊本市,熊本城,,,,熊本市二の丸1-1,,32.803705,130.703683,,,,,,,,,,,,,,,,,,
430005,0000000002,熊本県,熊本市,桜の馬場　城彩苑,,,,熊本市二の丸1-14,,32.803604,130.703642,,,,,,,,,,,,,,,,,,
430005,0000000003,熊本県,熊本市,湧々座,,,,熊本市二の丸1-14,,32.803604,130.703642,,,,,,,,,,,,,,,,,,
430005,0000000004,熊本県,熊本市,水前寺成趣園,,,,熊本市水前寺公園8-1,,32.790801,130.734937,,,,,,,,,,,,,,,,,,
430005,0000000005,熊本県,熊本市,熊本市動植物園,,,,熊本市健軍5-14-2,,32.774925,130.750339,,,,,,,,,,,,,,,,,,
430005,0000000006,熊本県,熊本市,フードパル熊本,,,,熊本市貢町581-2,,32.848249,130.695997,,,,,,,,,,,,,,,,,,
430005,0000000007,熊本県,熊本市,水の科学館,,,,熊本市八景水谷,,32.848613,130.724109,,,,,,,,,,,,,,,,,,
430005,0000000008,熊本県,熊本市,くまもと工芸会館,,,,熊本市川尻1-3-58,,32.741113,130.681887,,,,,,,,,,,,,,,,,,
430005,0000000009,熊本県,熊本市,熊本県伝統工芸館,,,,熊本市千葉城町3-35,,32.807608,130.706908,,,,,,,,,,,,,,,,,,
430005,0000000010,熊本県,熊本市,熊本県立美術館本館 ,,,,熊本市二の丸2,,32.807899,130.701922,,,,,,,,,,,,,,,,,,
430005,0000000011,熊本県,熊本市,熊本県立美術館分館,,,,熊本市千葉城町2-18,,32.806619,130.708216,,,,,,,,,,,,,,,,,,
430005,0000000012,熊本県,熊本市,くまもと文学・歴史観館（旧 熊本近代文学館）,,,,熊本市出水2-5-1,,32.786082,130.735104,,,,,,,,,,,,,,,,,,
430005,0000000013,熊本県,熊本市,岩戸観音　･五百羅漢,,,,熊本市松尾町平山589,,32.819586,130.622834,,,,,,,,,,,,,,,,,,
430005,0000000014,熊本県,熊本市,熊本市現代美術館,,,,熊本市上通町2-3　びぷれす熊日会館3F,,32.80345,130.710746,,,,,,,,,,,,,,,,,,
430005,0000000015,熊本県,熊本市,田原坂西南戦争資料館,,,,熊本市植木町豊岡862,,32.911728,130.652083,,,,,,,,,,,,,,,,,,
430005,0000000016,熊本県,熊本市,くまモンスクエア,,,,熊本市中央区手取本町8番2号 テトリアくまもとビル 1階,,32.801826,130.712458,,,,,,,,,,,,,,,,,,
430005,0000000017,熊本県,熊本市,くまもと城南カントリークラブ,,,,熊本市城南町藤山1660,,32.666946,130.737033,,,,,,,,,,,,,,,,,,
430005,0000000018,熊本県,熊本市,植木カントリークラブ,,,,熊本市植木町岩野3725-5,,32.916887,130.699321,,,,,,,,,,,,,,,,,,
430005,0000000019,熊本県,熊本市, 道の駅「すいかの里植木」,,,,熊本市北区植木町岩野160-1,,32.908116,130.693258,,,,,,,,,,,,,,,,,,
430005,0000000020,熊本県,阿蘇市,（乙姫温泉）湯ら癒ら,,,,熊本県阿蘇市乙姫2052-3,,32.933326,131.041445,,,,,,,,,,,,,,,,,,
430005,0000000021,熊本県,阿蘇市,阿蘇ネイチャーランド,,,,熊本県阿蘇市内牧1092-1,,32.970029,131.047639,,,,,,,,,,,,,,,,,,
430005,0000000022,熊本県,阿蘇市,阿蘇カドリー・ドミニオン,,,,熊本県阿蘇市黒川2163,,32.930957,131.066982,,,,,,,,,,,,,,,,,,
430005,0000000023,熊本県,阿蘇市,コスギリゾート阿蘇ハイランドゴルフコース,,,,熊本県阿蘇市乙姫2052,,32.934229,131.040734,,,,,,,,,,,,,,,,,,
430005,0000000024,熊本県,阿蘇市,あつまる阿蘇赤水ゴルフ倶楽部,,,,熊本県阿蘇市赤水1815-1,,32.910705,131.00546,,,,,,,,,,,,,,,,,,
430005,0000000025,熊本県,阿蘇市,阿蘇リゾートグランヴィリオホテルゴルフ場,,,,熊本県阿蘇市赤水1600-3,,32.91231,131.016928,,,,,,,,,,,,,,,,,,
430005,0000000026,熊本県,阿蘇市,はな阿蘇美,,,,熊本県阿蘇市小里781,,32.976092,131.051036,,,,,,,,,,,,,,,,,,
430005,0000000027,熊本県,阿蘇市,阿蘇火山博物館,,,,熊本県阿蘇市赤水1930-1,,32.913086,130.993889,,,,,,,,,,,,,,,,,,
430005,0000000028,熊本県,阿蘇市,山上駐車場（草千里·山上駅前）,,,,熊本県阿蘇市赤水1930-1,,32.913086,130.993889,,,,,,,,,,,,,,,,,,
430005,0000000029,熊本県,阿蘇市,エル・パティオ牧場,,,,熊本県阿蘇市一の宮町三野2305-1,,32.991491,131.145599,,,,,,,,,,,,,,,,,,
430005,0000000030,熊本県,阿蘇市,道の駅波野　神楽苑,,,,熊本県阿蘇市波野大字小地野1602,,32.959912,131.197443,,,,,,,,,,,,,,,,,,
430005,0000000031,熊本県,阿蘇市,道の駅「あそ」,,,,熊本県阿蘇市黒川1440-1,,32.937029,131.080886,,,,,,,,,,,,,,,,,,
430005,0000000032,熊本県,阿蘇市,阿蘇神社,,,,熊本県阿蘇市一の宮町宮地3083,,32.947512,131.115917,,,,,,,,,,,,,,,,,,
430005,0000000033,熊本県,阿蘇市,果実の国COUPLES,,,,熊本県阿蘇市西町1003-3,,32.92813,131.098982,,,,,,,,,,,,,,,,,,
430005,0000000034,熊本県,阿蘇市,大観峰（大観峰茶店）,,,,熊本県阿蘇市山田2090-8,,32.998297,131.070582,,,,,,,,,,,,,,,,,,
430005,0000000035,熊本県,阿蘇市,阿蘇山公園道路（中岳火口）,,,,熊本県阿蘇市黒川,,32.933743,131.079278,,,,,,,,,,,,,,,,,,
430005,0000000036,熊本県,南小国町,きよらカァサ,,,,南小国町赤馬場１７８９－１,,33.099894,131.067737,,,,,,,,,,,,,,,,,,
430005,0000000037,熊本県,南小国町,温泉館きよら,,,,赤馬場３３９６－１,,33.092413,131.068837,,,,,,,,,,,,,,,,,,
430005,0000000038,熊本県,南小国町,三愛レストハウス,,,,南小国町満願寺５６２１－４,,33.071568,131.187323,,,,,,,,,,,,,,,,,,
430005,0000000039,熊本県,南小国町,NPO法人押戸名の丘,,,,中原５１１,,33.03089,131.050472,,,,,,,,,,,,,,,,,,
430005,0000000040,熊本県,南小国町,黒川温泉,,,,南小国町満願寺,,33.077779,131.141135,,,,,,,,,,,,,,,,,,
430005,0000000041,熊本県,小国町,観音岩温泉,,,,小国町下城4112,,33.173288,131.037671,,,,,,,,,,,,,,,,,,
430005,0000000042,熊本県,小国町,白岩温泉,,,,小国町下城4111,,33.175869,131.037023,,,,,,,,,,,,,,,,,,
430005,0000000043,熊本県,小国町,くぬぎ湯,,,,小国町西里2978,,33.153275,131.137764,,,,,,,,,,,,,,,,,,
430005,0000000044,熊本県,小国町,豊礼の湯,,,,小国町西里2917,,33.152889,131.13508,,,,,,,,,,,,,,,,,,
430005,0000000045,熊本県,小国町,守護陣温泉,,,,小国町西里3160-1,,33.15573,131.136164,,,,,,,,,,,,,,,,,,
430005,0000000046,熊本県,小国町,亀山の湯,,,,小国町西里2053-53,,33.183282,131.107595,,,,,,,,,,,,,,,,,,
430005,0000000047,熊本県,小国町,ゆうステーション,,,,小国町宮原1754-17,,33.1231,131.064688,,,,,,,,,,,,,,,,,,
430005,0000000048,熊本県,小国町,ぴらみっと,,,,小国町宮原2300,,33.112151,131.062267,,,,,,,,,,,,,,,,,,
430005,0000000049,熊本県,小国町,ゆうすい自然の森（旧遊水峡）,,,,小国町西里245,,33.160151,131.075246,,,,,,,,,,,,,,,,,,
430005,0000000050,熊本県,小国町,木魂館,,,,小国町北里371-1,,33.141089,131.090671,,,,,,,,,,,,,,,,,,
430005,0000000051,熊本県,小国町,鍋ヶ滝公園,,,,小国町,,33.121573,131.068138,,,,,,,,,,,,,,,,,,
430005,0000000052,熊本県,産山村,うぶやま牧場,,,,産山村大字山鹿2100-3,,32.989048,131.195551,,,,,,,,,,,,,,,,,,
430005,0000000053,熊本県,産山村,阿蘇やまなみリゾートホテル＆ゴルフクラブ,,,,産山村大字大利630,,32.976811,131.198065,,,,,,,,,,,,,,,,,,
430005,0000000054,熊本県,産山村,ヒゴタイ公園,,,,産山村大字田尻771-82,,33.053366,131.202008,,,,,,,,,,,,,,,,,,
430005,0000000055,熊本県,産山村,山水亭,,,,産山村大字田尻75-1,,33.031551,131.173021,,,,,,,,,,,,,,,,,,
430005,0000000056,熊本県,産山村,池山水源,,,,産山村大字田尻11,,33.027837,131.162539,,,,,,,,,,,,,,,,,,
430005,0000000057,熊本県,産山村,うぶやまパークゴルフ場,,,,産山村大字山鹿2100-3,,32.989048,131.195551,,,,,,,,,,,,,,,,,,
430005,0000000058,熊本県,産山村,御湯船温泉館,,,,産山村大字産山1448,,33.013933,131.21996,,,,,,,,,,,,,,,,,,
430005,0000000059,熊本県,高森町,高森温泉（高森温泉館・月廻り温泉）,,,,高森町大字高森、高森町大字上色見、高森町大字津留,,32.838589,131.134463,,,,,,,,,,,,,,,,,,
430005,0000000060,熊本県,高森町,高森湧水トンネル公園・湧水館,,,,高森町大字高森、高森町大字上色見、高森町大字草部,,32.813497,131.122828,,,,,,,,,,,,,,,,,,
430005,0000000061,熊本県,高森町,奥阿蘇物産館,,,,高森町大字草部1170-2,,32.792862,131.211868,,,,,,,,,,,,,,,,,,
430005,0000000062,熊本県,高森町,南阿蘇鉄道（トロッコ列車）,,,,高森町大字高森1537-2,,32.819499,131.122608,,,,,,,,,,,,,,,,,,
430005,0000000063,熊本県,高森町,木郷滝自然釣りセンター（釣り・食事処）,,,,高森町大字草部750,,32.805205,131.195791,,,,,,,,,,,,,,,,,,
430005,0000000064,熊本県,高森町,休暇村南阿蘇・阿蘇野草園・南阿蘇ビジターセンター,,,,高森町大字高森3219,,32.843386,131.147638,,,,,,,,,,,,,,,,,,
430005,0000000065,熊本県,高森町,阿蘇高森ゴルフ倶楽部,,,,高森町大字中2201-1,,32.843215,131.191196,,,,,,,,,,,,,,,,,,
430005,0000000066,熊本県,高森町,高森町観光交流センター,,,,高森町,,32.818523,131.12593,,,,,,,,,,,,,,,,,,
430005,0000000067,熊本県,高森町,上色見熊野座神社,,,,高森町,,32.85451,131.158664,,,,,,,,,,,,,,,,,,
430005,0000000068,熊本県,高森町,キャンプ場（鍋の平キャンプ場・奥阿蘇キャンプ場・休暇村オートキャンプ場）,,,,高森町,,32.86982,131.137581,,,,,,,,,,,,,,,,,,
430005,0000000069,熊本県,南阿蘇村,阿蘇ファームランド,,,,南阿蘇村河陽５５７９－３,,32.898015,131.006643,,,,,,,,,,,,,,,,,,
430005,0000000070,熊本県,南阿蘇村,白川水源,,,,南阿蘇村白川２０４０,,32.825004,131.095071,,,,,,,,,,,,,,,,,,
430005,0000000071,熊本県,南阿蘇村,あそ望の郷くぎの,,,,南阿蘇村久石２８０５,,32.818396,131.040901,,,,,,,,,,,,,,,,,,
430005,0000000072,熊本県,南阿蘇村,池の窪園地,,,,南阿蘇村中松２１２２-１,,32.828667,131.050655,,,,,,,,,,,,,,,,,,
430005,0000000073,熊本県,南阿蘇村,俵山展望所,,,,南阿蘇村河陰５３１０-１,,32.821643,131.03171,,,,,,,,,,,,,,,,,,
430005,0000000074,熊本県,南阿蘇村,温泉センターウイナス,,,,南阿蘇村河陽４５３０,,32.871232,131.006472,,,,,,,,,,,,,,,,,,
430005,0000000075,熊本県,南阿蘇村,宝来宝来神社,,,,南阿蘇村河陰２９０９－２,,32.85185,130.993251,,,,,,,,,,,,,,,,,,
430005,0000000076,熊本県,南阿蘇村,自然庵,,,,南阿蘇村白川２０９６－１,,32.823748,131.09391,,,,,,,,,,,,,,,,,,
430005,0000000077,熊本県,南阿蘇村,ミツバチ牧場,,,,南阿蘇村下野９８０－１２,,32.899506,131.016387,,,,,,,,,,,,,,,,,,
430005,0000000078,熊本県,南阿蘇村,そば道場,,,,南阿蘇村河陰１４９－１,,32.821187,131.032143,,,,,,,,,,,,,,,,,,
430005,0000000079,熊本県,南阿蘇村,南阿蘇カントリークラブ,,,,南阿蘇村河陰５２５４,,32.820992,131.016708,,,,,,,,,,,,,,,,,,
430005,0000000080,熊本県,南阿蘇村,久木野パークゴルフ場,,,,南阿蘇村久石２８１５,,32.818474,131.040101,,,,,,,,,,,,,,,,,,
430005,0000000081,熊本県,南阿蘇村,一心行公園,,,,南阿蘇村中松３２２６－１,,32.828667,131.050655,,,,,,,,,,,,,,,,,,
430005,0000000082,熊本県,南阿蘇村,観光農園,,,,南阿蘇村大字一関,,32.826845,131.058552,,,,,,,,,,,,,,,,,,
430005,0000000083,熊本県,西原村,俵山交流館　萌の里,,,,西原村大字小森2155－３,,32.837147,130.90041,,,,,,,,,,,,,,,,,,
430005,0000000084,熊本県,西原村,らくのうマザーズ阿蘇ミルク牧場,,,,西原村大字河原3944－1,,32.797903,130.908735,,,,,,,,,,,,,,,,,,
430005,0000000085,熊本県,西原村,白糸の滝,,,,西原村大字河原3460,,32.809082,130.903474,,,,,,,,,,,,,,,,,,
430005,0000000086,熊本県,西原村,阿蘇グリーンヒルカントリークラブ,,,,西原村大字小森2178,,32.856155,130.946633,,,,,,,,,,,,,,,,,,
430005,0000000087,熊本県,西原村,グランドチャンピオンゴルフクラブ,,,,西原村大字河原3838－4,,32.7965,130.898273,,,,,,,,,,,,,,,,,,
430005,0000000088,熊本県,西原村,肥後サンバレーカントリークラブ（旧 肥後カントリークラブ）,,,,西原村大字鳥子3415,,32.859604,130.928015,,,,,,,,,,,,,,,,,,
430005,0000000089,熊本県,天草市,天草キリシタン館,,,,天草市船之尾町19-52,,32.459948,130.184102,,,,,,,,,,,,,,,,,,
430005,0000000090,熊本県,天草市,本渡歴史民俗資料館,,,,天草市今釜新町3706,,32.460815,130.198634,,,,,,,,,,,,,,,,,,
430005,0000000091,熊本県,天草市,天草文化交流館,,,,天草市船之尾町8-25,,32.457149,130.186519,,,,,,,,,,,,,,,,,,
430005,0000000092,熊本県,天草市,ペルラの湯舟,,,,天草市本渡町広瀬996,,32.472894,130.206975,,,,,,,,,,,,,,,,,,
430005,0000000093,熊本県,天草市,本渡温泉センター,,,,天草市瀬戸町1-1,,32.452705,130.209342,,,,,,,,,,,,,,,,,,
430005,0000000094,熊本県,天草市,天草とれたて市場,,,,天草市瀬戸町2-1,,32.452599,130.208467,,,,,,,,,,,,,,,,,,
430005,0000000095,熊本県,天草市,茂串海水浴場,,,,天草市牛深町茂串 ,,32.214473,130.01089,,,,,,,,,,,,,,,,,,
430005,0000000096,熊本県,天草市,うしぶか公園,,,,天草市牛深町,,32.194469,130.025751,,,,,,,,,,,,,,,,,,
430005,0000000097,熊本県,天草市,やすらぎの湯,,,,天草市久玉町2193,,32.247357,130.053936,,,,,,,,,,,,,,,,,,
430005,0000000098,熊本県,天草市,道の駅うしぶか海彩館,,,,天草市牛深町2286-116,,32.193836,130.026968,,,,,,,,,,,,,,,,,,
430005,0000000099,熊本県,天草市,道の駅有明 リップルランド,,,,天草市有明町上津浦1955番地,,32.505519,130.30576,,,,,,,,,,,,,,,,,,
430005,0000000100,熊本県,天草市,有明温泉センター さざ波の湯,,,,天草市有明町上津浦1955番地,,32.505519,130.30576,,,,,,,,,,,,,,,,,,
430005,0000000101,熊本県,天草市,四郎ヶ浜ビーチ,,,,天草市有明町上津浦,,32.487804,130.295119,,,,,,,,,,,,,,,,,,
430005,0000000102,熊本県,天草市,ザ・マスターズ天草コース,,,,天草市有明町上津浦2928,,32.498897,130.317498,,,,,,,,,,,,,,,,,,
430005,0000000103,熊本県,天草市,御所浦物産館 しおさい館,,,,天草市御所浦町御所浦4310-8,,32.337961,130.337727,,,,,,,,,,,,,,,,,,
430005,0000000104,熊本県,天草市,えびす像公園（えびす茶屋）,,,,天草市倉岳町宮田1284-8,,32.39551,130.309227,,,,,,,,,,,,,,,,,,
430005,0000000105,熊本県,天草市,栖本温泉センター 河童ロマン館,,,,天草市栖本町馬場3725-1,,32.41495,130.266284,,,,,,,,,,,,,,,,,,
430005,0000000106,熊本県,天草市,しんわ夕やけ市場,,,,天草市新和町小宮地127-1,,32.37738,130.190188,,,,,,,,,,,,,,,,,,
430005,0000000107,熊本県,天草市,天草ゆ楽園,,,,天草市新和町碇石81-8,,32.356179,130.152624,,,,,,,,,,,,,,,,,,
430005,0000000108,熊本県,天草市,総合交流ターミナル施設 ユメール,,,,天草市五和町二江547,,32.551441,130.112609,,,,,,,,,,,,,,,,,,
430005,0000000109,熊本県,天草市,直売所わかみや,,,,天草市五和町御領9490-1,,32.536886,130.191729,,,,,,,,,,,,,,,,,,
430005,0000000110,熊本県,天草市,イルカウォッチング,,,,天草市五和町通詞島沖,,32.551344,130.112877,,,,,,,,,,,,,,,,,,
430005,0000000111,熊本県,天草市,丸健水産,,,,天草市五和町二江4662-5,,32.547928,130.11867,,,,,,,,,,,,,,,,,,
430005,0000000112,熊本県,天草市,下田温泉センター 白鷺館,,,,天草市天草町下田北1290-1,,32.424926,130.0111,,,,,,,,,,,,,,,,,,
430005,0000000113,熊本県,天草市,下田温泉ふれあい館ぷらっと,,,,天草市天草町下田北1310-3,,32.423282,130.009773,,,,,,,,,,,,,,,,,,
430005,0000000114,熊本県,天草市,温泉広場,,,,天草市天草町下田北,,32.424393,130.010878,,,,,,,,,,,,,,,,,,
430005,0000000115,熊本県,天草市,天草ロザリオ館,,,,天草市天草町大江1749,,32.334942,129.993581,,,,,,,,,,,,,,,,,,
430005,0000000116,熊本県,天草市,大江教会,,,,天草市天草町大江1782,,32.336872,129.992918,,,,,,,,,,,,,,,,,,
430005,0000000117,熊本県,天草市,天草市総合交流施設 愛夢里,,,,天草市河浦町河浦4747-1,,32.329486,130.074293,,,,,,,,,,,,,,,,,,
430005,0000000118,熊本県,天草市,﨑津集落,,,,天草市河浦町﨑津574 ,,32.312279,130.02569,,,,,,,,,,,,,,,,,,
430005,0000000119,熊本県,天草市,天草コレジヨ館,,,,天草市河浦町白木河内175-13,,32.315157,130.082031,,,,,,,,,,,,,,,,,,
430005,0000000120,熊本県,天草市,きんつ市場,,,,天草市河浦町﨑津605-2,,32.309679,130.024664,,,,,,,,,,,,,,,,,,
430005,0000000121,熊本県,天草市,﨑津集落ガイダンスセンター,,,,天草市河浦町﨑津1117-10,,32.316598,130.025479,,,,,,,,,,,,,,,,,,
430005,0000000122,熊本県,天草市,﨑津資料館みなと屋,,,,天草市河浦町﨑津463,,32.312035,130.02593,,,,,,,,,,,,,,,,,,
430005,0000000123,熊本県,天草市,丸尾焼,,,,天草市北原町3-10,,32.464667,130.187499,,,,,,,,,,,,,,,,,,
430005,0000000124,熊本県,上天草市,藍のあまくさ村,,,,上天草市大矢野町登立911,,32.593952,130.439239,,,,,,,,,,,,,,,,,,
430005,0000000125,熊本県,上天草市,スパ·タラソ天草,,,,上天草市大矢野町上732-14,,32.579447,130.418225,,,,,,,,,,,,,,,,,,
430005,0000000126,熊本県,上天草市,天草四郎ミュージアム,,,,上天草市大矢野町中977-1,,32.575881,130.421189,,,,,,,,,,,,,,,,,,
430005,0000000127,熊本県,上天草市,チェリーゴルフ天草コース,,,,上天草市大矢野町中11356,,32.555218,130.423773,,,,,,,,,,,,,,,,,,
430005,0000000128,熊本県,上天草市,天草釣堀レジャーランド,,,,上天草市大矢野町中5697-1,,32.550936,130.437767,,,,,,,,,,,,,,,,,,
430005,0000000129,熊本県,上天草市,道の駅上天草さんぱーる,,,,上天草市大矢野町中11582-24,,32.577178,130.420081,,,,,,,,,,,,,,,,,,
430005,0000000130,熊本県,上天草市,向陽寺,,,,上天草市松島町合津2856,,32.501337,130.425878,,,,,,,,,,,,,,,,,,
430005,0000000131,熊本県,上天草市,パールライン観光,,,,上天草市松島町合津6040-5,,32.520046,130.423627,,,,,,,,,,,,,,,,,,
430005,0000000132,熊本県,上天草市,シークルーズ,,,,上天草市松島町合津6215-22 ,,32.52654,130.425372,,,,,,,,,,,,,,,,,,
430005,0000000133,熊本県,上天草市,わくわく海中水族館シードーナツ,,,,上天草市,,32.587419,130.430529,,,,,,,,,,,,,,,,,,
430005,0000000134,熊本県,上天草市,天草パールセンター,,,,上天草市松島町合津6225-8,,32.528329,130.427016,,,,,,,,,,,,,,,,,,
